id,subject,chapter,source,answer,analysis_state,answerStatus,analysisSource,analysisImagesCount,missingImage,officialAnswerMismatch,stem
MATH-0113,高数,第一章 函数、极限与连续,高数270道错题本,f[f(x)]=e^(1-e^(2-2x²))；f[g(x)]=e^(1-sin²x)；g[f(x)]=sin(e^(1-x²))；g[g(x)]=sin(sin x),有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,设 f(x)=e^(1-x²)，g(x)=sin x，求 f[f(x)]、f[g(x)]、g[f(x)]、g[g(x)]
MATH-0114,高数,第一章 函数、极限与连续,高数270道错题本,f(x+1)=(x+2)/x,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,设 f(x)=(x+1)/(x-1)，求 f(x+1)
MATH-0115,高数,第一章 函数、极限与连续,高数270道错题本,f(1/x)=1/√(x²-1)，x>1,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,设 f(x)=x/√(1-x²)，x>0，求 f(1/x)
MATH-0116,高数,第一章 函数、极限与连续,高数270道错题本,奇函数,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,函数 f(x)=2x³-3sinx 的奇偶性
MATH-0117,高数,第一章 函数、极限与连续,高数270道错题本,π,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,函数 y=|sin x| 的周期
MATH-0118,高数,第一章 函数、极限与连续,高数270道错题本,"[2,5)∪(5,+∞)",有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,函数 f(x)=√(x-2)+1/(x-5) 的定义域
MATH-0119,高数,第一章 函数、极限与连续,高数270道错题本,"[2,4]",有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,函数 y=arcsin(x-3)+ln(x-2) 的定义域
MATH-0120,高数,第一章 函数、极限与连续,高数270道错题本,"[-1,+∞)",有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,分段函数 {2x+1，-1≤x≤0；-1/2·x，0<x<2；e，x≥2} 的定义域
MATH-0121,高数,第一章 函数、极限与连续,高数270道错题本,"(-1/3,1)",有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,f(x)=3x²/√(1-x)+lg(3x+1) 的定义域
MATH-0122,高数,第一章 函数、极限与连续,高数270道错题本,"(0,3]",有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,"已知 f(x) 定义域为 (-1,2]，求 f(x-1) 的定义域"
MATH-0123,高数,第一章 函数、极限与连续,高数270道错题本,-5,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,分段函数 f(x)={3ˣ，x>0；2x+1，-2≤x≤0；x²，x<-2}，求 f(f(-3))
MATH-0124,高数,第一章 函数、极限与连续,高数270道错题本,1+sin⁴x,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,设 f(x)=1+x²，g(x)=sin²x，求 f[g(x)]
MATH-0125,高数,第一章 函数、极限与连续,高数270道错题本,f(x)=1/(x²-1)，0<x<1,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,已知 f(1/x)=x/(1-x²)，x>1，求 f(x)
MATH-0126,高数,第一章 函数、极限与连续,高数270道错题本,"y=(1/3)arcsin(x/2)，反函数定义域 [-2,2]",有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,"y=2sin3x，x∈[-π/6,π/6]，求反函数"
MATH-0127,高数,第一章 函数、极限与连续,高数270道错题本,"y=eˣ+1，反函数定义域 (0,1)",有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,y=ln(x-1)，2<x<e+1，求反函数
MATH-0128,高数,第一章 函数、极限与连续,高数270道错题本,1,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,f(x)=2eˣ-1，求 f^{-1}(1)
MATH-0129,高数,第一章 函数、极限与连续,高数270道错题本,"[-5,7)",有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,"设 f(1-3x) 的定义域为 (-1,3]，求 f(x-3) 的定义域"
MATH-0130,高数,综合题,高数270道错题本,f(x)=1,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,设 f(x) 满足 2f(x)+f(-x)=x+2，求 f(x)
MATH-0131,高数,第一章 函数、极限与连续,高数270道错题本,20,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,"已知 f(x)=(a-2)x²+bx+1 是偶函数，且定义域为 [2a-5,a+1]，求 a²+b²"
MATH-0132,高数,第一章 函数、极限与连续,高数270道错题本,f⁻¹(x)=(-3x-1)/(x-2),有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,求函数 f(x)=(2x-1)/(x+3) 的反函数
MATH-0133,高数,第一章 函数、极限与连续,高数270道错题本,y=(ln(5ˣ))²=(xln5)²,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,由 y=u²，u=lnv，v=5ˣ 构成的复合函数
MATH-0134,高数,第一章 函数、极限与连续,高数270道错题本,奇函数,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,判断 f(x)=sin³x/(1+cos²x) 的奇偶性
MATH-0135,高数,第一章 函数、极限与连续,高数270道错题本,y=cos x，0≤x≤π/4；y=sin x，π/4≤x≤π,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,"将 y=max{sin x,cos x} 在 [0,π] 上写成分段函数并画图"
MATH-0136,高数,综合题,高数270道错题本,f(x)=x²-2，x≥2,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,已知 f(2ˣ+1/2ˣ)=4ˣ+1/4ˣ，求 f(x)
MATH-0137,高数,第一章 函数、极限与连续,高数270道错题本,奇函数,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,设 f(x) 为奇函数，判断 F(x)=f(x)(2ˣ+2^{-x}) 的奇偶性
MATH-0138,高数,第一章 函数、极限与连续,高数270道错题本,y=|x-1|={1-x，x<1；x-1，x≥1},有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,将 y=√(x²-2x+1) 写成分段函数并画图像
MATH-0139,高数,第一章 函数、极限与连续,高数270道错题本,C,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,选择题：若函数 f(x) 在某点 x₀ 处极限存在，则下列说法正确的是：A. f(x)在x₀的函数值必存在且等于极限值；B. f(x)在x₀函数值必存在，但不一定等于极限值；C. f(x)在x₀的函数值可以不存在；D. 如果f(x₀)存在，
MATH-0140,高数,第一章 函数、极限与连续,高数270道错题本,不存在,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,分段函数 f(x)={sin x+1，x<0；0，x=0；cos x-1，x>0}，求 lim(x→0)f(x)
MATH-0141,高数,第一章 函数、极限与连续,高数270道错题本,π/2,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,当 x→∞ 时，arctan x 的极限等于多少
MATH-0142,高数,第一章 函数、极限与连续,高数270道错题本,5/2,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,计算 lim(x→0) ln(1+5x)/arctan2x
MATH-0143,高数,第一章 函数、极限与连续,高数270道错题本,C,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,当 x→0 时，下列函数不是无穷小量的是：A. ln(1+x²)/x；B. eˣ-1；C. (x³+sin x)/x；D. ln(1+x)+tan x
MATH-0144,高数,第一章 函数、极限与连续,高数270道错题本,D,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,当 x→0 时，下列变量中为无穷小量的是：A. lg|x|；B. cos(1/x)；C. eˣ；D. √(1+x)-1
MATH-0145,高数,第一章 函数、极限与连续,高数270道错题本,高阶无穷小,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,当 x→0 时，√(1+3x²)-1 是 x 的几阶无穷小
MATH-0146,高数,第一章 函数、极限与连续,高数270道错题本,1,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,极限 lim(x→1)(x²+ax-2)/(x-1) 存在，求 a
MATH-0147,高数,第一章 函数、极限与连续,高数270道错题本,1/3,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,计算 lim(x→1) sin²(1-x)/((x-1)²(x+2))
MATH-0148,高数,第一章 函数、极限与连续,高数270道错题本,x,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,计算 lim(n→∞) 5ⁿ sin(x/5ⁿ)，其中 x 是不为零的常数
MATH-0149,高数,第一章 函数、极限与连续,高数270道错题本,2,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,计算 lim(x→∞)(2xsin(1/x)+sin3x/x)
MATH-0150,高数,第一章 函数、极限与连续,高数270道错题本,1/2,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,计算 lim(x→∞) x²(1-cos(1/x))
MATH-0151,高数,第一章 函数、极限与连续,高数270道错题本,-2,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,已知 lim(x→0)(1-mx)^(1/x)=e²，求 m
MATH-0152,高数,第一章 函数、极限与连续,高数270道错题本,等价无穷小,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,当 x→0 时，比较 arctanx³ 与 √(1+2x³)-1 的无穷小阶数
MATH-0153,高数,第一章 函数、极限与连续,高数270道错题本,C：arctan√x,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,当 x→0+ 时，比 sin x 更低阶的无穷小是：A. 1-cos x；B. 3x；C. arctan√x；D. ln(1+x)
MATH-0154,高数,第一章 函数、极限与连续,高数270道错题本,1/2,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,当 x→0 时，若 f(x)=ln(1+ax²) 与 g(x)=1-cos x 是等价无穷小，求 a
MATH-0155,高数,第一章 函数、极限与连续,高数270道错题本,C：xlnx,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,当 x→0+ 时，下列变量是无穷小量的是：A. 3secx/x；B. cos x/x；C. xlnx；D. e^(-x)
MATH-0156,高数,第一章 函数、极限与连续,高数270道错题本,不存在,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,当 x→5 时，求 f(x)=|x-5|/(x-5) 的极限
MATH-0157,高数,第一章 函数、极限与连续,高数270道错题本,e²,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,计算 lim(x→0)(1+2sinx)^(1/x)
MATH-0158,高数,第一章 函数、极限与连续,高数270道错题本,不存在,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,2,,,计算 lim(x→0) 1/(2+3^(1/x))
MATH-0159,高数,第一章 函数、极限与连续,高数270道错题本,2,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,当 x→∞ 时，f(x) 与 1/x² 等价无穷小，求 lim(x→∞)2x²f(x)
MATH-0160,高数,第一章 函数、极限与连续,高数270道错题本,1/2,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,填空 Q1：lim(x→1)(1/(x-1)-2/(x²-1))
MATH-0161,高数,第一章 函数、极限与连续,高数270道错题本,0,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,计算 lim(x→∞)(3x²-x+5)/(5x²+2x³-1)
MATH-0162,高数,第一章 函数、极限与连续,高数270道错题本,1,有官方/原图解析,official_answer_with_user_image,用户上传错题本图片（v23复查：按现有错题本编号绑定）,1,,,填空 Q3：lim(x→1) sin(x-1)/(x-1)
